vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800000321,68491,68407,68381,68315,68575,68550,1307.72,260,52.37,0
MA3ERLF3800000322,47960,47997,47817,47762,47871,47919,935.85,235,51.25,0
MA3ERLF3800000323,135620,135604,135510,135784,135773,135585,3516.99,274,38.56,0
MA3ERLF3800000324,29021,54496,54449,54567,54478,29021,1013.25,25546,28.64,1
MA3ERLF3800000325,35578,100371,100505,35619,35593,35578,2117.73,64927,16.8,1
MA3ERLF3800000326,48699,48685,48572,48662,48808,48710,1346.97,236,36.15,0
MA3ERLF3800000327,61423,61294,61423,61610,61226,61524,1221.52,384,50.28,0
MA3ERLF3800000328,47028,165109,164908,46964,46943,47028,3098.57,118166,15.18,1
MA3ERLF3800000329,97766,97855,97919,97797,97853,97749,3084.26,170,31.7,0
MA3ERLF3800000330,79984,79968,79813,79972,79848,80132,2059.52,319,38.84,0
MA3ERLF3800000331,123396,123366,123257,123443,123210,123227,2982.71,233,41.37,0
MA3ERLF3800000332,77531,77618,77388,77611,77396,77568,1480.11,230,52.38,0
MA3ERLF3800000333,40340,40408,40406,40488,40249,40372,1048.72,239,38.47,0
MA3ERLF3800000334,135177,171907,172018,172096,172179,135177,3940.82,37002,34.3,1
MA3ERLF3800000335,28513,28491,28594,28500,28427,28442,595.56,167,47.88,0
MA3ERLF3800000336,110027,109866,109871,109879,110097,110179,2132.82,313,51.59,0
MA3ERLF3800000337,118230,118053,118177,118043,118148,118418,3210.49,375,36.83,0
MA3ERLF3800000338,155503,155487,155375,155612,155427,155354,4158.5,258,37.39,0
MA3ERLF3800000339,66005,154634,154457,154378,65954,66005,3396.26,88680,19.43,1
MA3ERLF3800000340,133748,133598,133723,133645,133589,133845,3164.94,256,42.26,0
MA3ERLF3800000341,111970,111813,111982,111878,111974,112059,2722.24,246,41.13,0
MA3ERLF3800000342,99516,99541,99515,99412,99368,99558,2087.0,190,47.68,0
MA3ERLF3800000343,88410,88445,88287,88260,88445,88489,2243.61,229,39.41,0
MA3ERLF3800000344,66749,66745,66796,66728,66573,66619,1662.9,223,40.14,0
MA3ERLF3800000345,178399,178402,178353,178587,178545,178318,4168.01,269,42.8,0
MA3ERLF3800000346,55314,55316,55376,55273,55121,55143,1443.9,255,38.31,0
MA3ERLF3800000347,51850,137325,137340,51902,51864,51850,3048.76,85490,17.01,1
MA3ERLF3800000348,98736,137821,137892,137920,98853,98736,3453.5,39184,28.59,1
MA3ERLF3800000349,21447,49048,49076,21321,21422,21447,1152.09,27755,18.62,1
MA3ERLF3800000350,94325,94513,94163,94432,94258,94195,1741.35,350,54.17,0
MA3ERLF3800000351,63178,63247,63093,63157,63179,63191,1337.62,154,47.23,0
MA3ERLF3800000352,178152,177985,178067,178090,178302,178123,3583.36,317,49.72,0
MA3ERLF3800000353,85928,85936,86098,85893,85775,85772,1659.87,326,51.77,0
MA3ERLF3800000354,108062,108032,107962,107899,107907,108065,2933.26,166,36.84,0
MA3ERLF3800000355,19291,19484,19417,19292,19252,19462,412.73,232,46.74,0
MA3ERLF3800000356,71285,71337,71453,71439,71439,71188,2081.8,265,34.24,0
MA3ERLF3800000357,64486,136811,136820,64337,64411,64486,2683.01,72483,24.03,1
MA3ERLF3800000358,15565,45233,45298,15568,15582,15565,1250.19,29733,12.45,1
MA3ERLF3800000359,112734,112580,112649,112611,112917,112805,2262.65,337,49.82,0
MA3ERLF3800000360,74040,74160,74125,73869,74092,73862,1603.32,298,46.18,0
MA3ERLF3800000361,34691,34831,34804,34707,34853,34757,915.24,146,37.9,0
MA3ERLF3800000362,41091,164092,164020,164010,164016,41091,4472.51,123001,9.19,1
MA3ERLF3800000363,35107,35122,35112,35004,35081,35172,765.64,168,45.85,0
MA3ERLF3800000364,99633,126793,126751,126768,99630,99633,3572.64,27163,27.89,1
MA3ERLF3800000365,62951,175496,175663,175533,175479,62951,4708.03,112712,13.37,1
MA3ERLF3800000366,31063,30872,31256,31136,31198,30959,773.63,384,40.15,0
MA3ERLF3800000367,75081,75139,75048,74930,75014,75230,2020.0,300,37.17,0
MA3ERLF3800000368,175038,175005,174984,175117,175133,174928,3302.05,205,53.01,0
MA3ERLF3800000369,67663,67736,67838,67544,67698,67474,1486.77,364,45.51,0
MA3ERLF3800000370,32484,74275,74430,74466,32398,32484,2366.75,42068,13.73,1
MA3ERLF3800000371,45701,176873,176864,176766,45577,45701,4705.44,131296,9.71,1
MA3ERLF3800000372,158123,158262,158289,158014,158041,158128,4744.47,275,33.33,0
MA3ERLF3800000373,23364,23364,23468,23401,23380,23257,541.92,211,43.11,0
MA3ERLF3800000374,138648,138569,138625,138637,138563,138465,4450.04,172,31.16,0
MA3ERLF3800000375,111069,111200,110900,111195,111025,111094,2216.42,300,50.11,0
MA3ERLF3800000376,139908,139837,139979,139999,139858,139902,3054.41,162,45.81,0
MA3ERLF3800000377,47605,104084,103846,103819,47479,47605,2207.13,56605,21.57,1
MA3ERLF3800000378,92175,92109,92350,92299,92271,92267,1822.75,241,50.57,0
MA3ERLF3800000379,118094,117950,117939,118275,118209,118209,3726.67,336,31.69,0
MA3ERLF3800000380,57271,57333,57237,57103,57123,57226,1374.56,230,41.66,0
MA3ERLF3800000381,138736,138654,138823,138572,138666,138659,4095.62,251,33.87,0
MA3ERLF3800000382,73403,134239,134207,134036,73409,73403,4209.07,60836,17.44,1
MA3ERLF3800000383,139258,139088,139062,139086,139359,139334,4440.1,297,31.36,0
MA3ERLF3800000384,43257,97736,97709,97959,97959,43257,1902.34,54702,22.74,1
MA3ERLF3800000385,159391,159575,159410,159585,159192,159524,4803.51,393,33.18,0
MA3ERLF3800000386,131565,131398,131566,131591,131485,131609,2968.28,211,44.32,0
MA3ERLF3800000387,142201,142097,142021,142049,142002,142041,3347.46,95,42.48,0
MA3ERLF3800000388,175331,175390,175201,175248,175178,175425,4650.23,247,37.7,0
MA3ERLF3800000389,169302,169425,169145,169114,169161,169501,3284.45,387,51.55,0
MA3ERLF3800000390,15952,46821,46791,46613,15915,15952,928.09,30906,17.19,1
MA3ERLF3800000391,46417,125845,125886,125891,46492,46417,2611.15,79474,17.78,1
MA3ERLF3800000392,45910,84820,84674,46042,46055,45910,2303.6,38910,19.93,1
MA3ERLF3800000393,174321,174473,174346,174201,174306,174512,3418.34,311,51.0,0
MA3ERLF3800000394,175922,176007,175871,175976,175958,175829,5138.45,178,34.24,0
MA3ERLF3800000395,15554,42128,42146,42317,15420,15554,1217.05,26897,12.78,1
MA3ERLF3800000396,102632,102579,102770,102491,102784,102434,2516.89,350,40.78,0
MA3ERLF3800000397,99924,99767,99895,100025,99825,99766,2494.55,259,40.06,0
MA3ERLF3800000398,26814,26826,26973,26886,26867,26958,644.17,147,41.63,0
MA3ERLF3800000399,123463,123586,123509,123384,123489,123431,3880.33,202,31.82,0
MA3ERLF3800000400,122175,122256,122279,122055,122252,122070,2224.86,224,54.91,0
MA3ERLF3800000401,152585,152434,152748,152700,152635,152665,3152.15,314,48.41,0
MA3ERLF3800000402,74983,102277,102047,102303,74839,74983,2068.46,27464,36.25,1
MA3ERLF3800000403,15033,44834,44922,45021,15136,15033,1035.05,29988,14.52,1
MA3ERLF3800000404,136229,136169,136334,136340,136224,136349,4492.89,180,30.32,0
MA3ERLF3800000405,112171,112317,112346,112033,112103,112016,2790.02,330,40.2,0
MA3ERLF3800000406,16843,42890,43074,16726,16942,16843,984.42,26348,17.11,1
MA3ERLF3800000407,19361,19526,19249,19180,19201,19259,471.67,346,41.05,0
MA3ERLF3800000408,30177,30304,30242,30225,30342,30115,641.57,227,47.04,0
MA3ERLF3800000409,28476,138441,138351,138328,28407,28476,2622.1,110034,10.86,1
MA3ERLF3800000410,32887,33078,32887,32723,32823,32688,705.15,390,46.64,0
MA3ERLF3800000411,45000,77066,77174,44991,45006,45000,1850.38,32183,24.32,1
MA3ERLF3800000412,28005,159520,159275,159246,27983,28005,4713.56,131537,5.94,1
MA3ERLF3800000413,15046,166181,166219,15111,14957,15046,3296.97,151262,4.56,1
MA3ERLF3800000414,127792,127857,127811,127833,127983,127657,3224.13,326,39.64,0
MA3ERLF3800000415,62877,62833,62740,62798,63071,63065,1686.47,331,37.28,0
MA3ERLF3800000416,51093,50999,50938,51286,50973,50990,1027.6,348,49.72,0
MA3ERLF3800000417,57050,57086,57130,57143,57178,56868,1123.8,310,50.77,0
MA3ERLF3800000418,88589,88546,88764,88759,88595,88451,2874.23,313,30.82,0
MA3ERLF3800000419,55000,122223,122084,122075,55097,55000,2926.28,67223,18.8,1
MA3ERLF3800000420,43923,43800,43771,43844,44043,43873,818.14,272,53.69,0
MA3ERLF3800000421,145704,145844,145631,145740,145848,145511,4773.14,337,30.53,0
MA3ERLF3800000422,41247,75804,75916,41153,41321,41247,1748.29,34763,23.59,1
MA3ERLF3800000423,18229,18361,18220,18420,18409,18364,480.63,200,37.93,0
MA3ERLF3800000424,26052,25934,25924,26020,26116,26175,650.23,251,40.07,0
MA3ERLF3800000425,18542,66902,66735,66959,66747,18542,2105.44,48417,8.81,1
MA3ERLF3800000426,122117,122246,122146,122064,122204,122174,2345.79,182,52.06,0
MA3ERLF3800000427,31396,31300,31287,31438,31537,31259,699.27,278,44.9,0
MA3ERLF3800000428,56317,56390,56429,56220,56346,56218,1168.72,211,48.19,0
MA3ERLF3800000429,51342,51416,51361,51506,51401,51356,1610.12,150,31.89,0
MA3ERLF3800000430,125318,125248,125293,125297,125262,125426,2598.31,178,48.23,0
MA3ERLF3800000431,57810,57864,57947,57726,57881,57795,1792.03,221,32.26,0
MA3ERLF3800000432,27066,26890,26972,26946,27262,27011,569.43,372,47.53,0
MA3ERLF3800000433,42315,42180,42485,42167,42482,42249,1172.79,318,36.08,0
MA3ERLF3800000434,44109,83187,83186,82983,44228,44109,1857.84,39078,23.74,1
MA3ERLF3800000435,168712,168693,168703,168729,168854,168579,3255.59,275,51.82,0
MA3ERLF3800000436,17470,51262,51243,51270,51453,17470,945.17,33983,18.48,1
MA3ERLF3800000437,52793,95391,95212,52877,52740,52793,2266.66,42651,23.29,1
MA3ERLF3800000438,58503,58469,58684,58315,58491,58338,1212.91,369,48.23,0
MA3ERLF3800000439,29305,68789,69022,29217,29198,29305,1701.01,39824,17.23,1
MA3ERLF3800000440,127436,127606,127595,127295,127302,127635,3025.23,340,42.12,0
MA3ERLF3800000441,52763,52885,52662,52615,52751,52679,1396.33,270,37.79,0
MA3ERLF3800000442,141110,140995,141251,141108,141002,141270,4220.09,275,33.44,0
MA3ERLF3800000443,23862,61920,62003,61892,62097,23862,1172.64,38235,20.35,1
MA3ERLF3800000444,15997,27985,28129,27933,28202,15997,571.95,12205,27.97,1
MA3ERLF3800000445,123652,123564,123610,123572,123811,123461,2363.26,350,52.32,0
MA3ERLF3800000446,132757,132790,132921,132693,132908,132672,3978.28,249,33.37,0
MA3ERLF3800000447,59345,59407,59407,59344,59201,59438,1138.4,237,52.13,0
MA3ERLF3800000448,18791,82231,82349,82198,18783,18791,1675.01,63566,11.22,1
MA3ERLF3800000449,83484,140367,140409,140404,140463,83484,2777.22,56979,30.06,1
MA3ERLF3800000450,83976,83942,84140,84133,83847,83900,2349.72,293,35.74,0
MA3ERLF3800000451,71807,147200,147388,147407,71699,71807,2739.9,75708,26.21,1
MA3ERLF3800000452,48464,48558,48614,48524,48639,48638,1280.8,115,37.84,0
MA3ERLF3800000453,165401,165473,165280,165331,165299,165548,4198.97,268,39.39,0
MA3ERLF3800000454,171816,171942,171972,171635,171877,171642,5386.01,337,31.9,0
MA3ERLF3800000455,157124,157000,157151,157266,157187,157163,4731.6,266,33.21,0
MA3ERLF3800000456,44040,43914,44045,43868,43874,43973,1045.09,177,42.14,0
MA3ERLF3800000457,87754,122433,122630,122440,122559,87754,2249.78,34876,39.01,1
MA3ERLF3800000458,41830,41655,41862,42016,41775,41722,1137.59,361,36.77,0
MA3ERLF3800000459,69943,168345,168244,168299,168348,69943,4233.79,98405,16.52,1
MA3ERLF3800000460,115492,115444,115435,115382,115517,115324,2444.96,193,47.24,0
MA3ERLF3800000461,42817,73778,73689,73833,73941,42817,1714.89,31124,24.97,1
MA3ERLF3800000462,24642,24446,24682,24508,24635,24593,574.15,236,42.92,0
MA3ERLF3800000463,107433,107250,107290,107515,107578,107568,2996.72,328,35.85,0
MA3ERLF3800000464,177842,177811,177784,177738,177745,177913,3946.27,175,45.07,0
MA3ERLF3800000465,18762,70745,70805,18690,18647,18762,2135.63,52158,8.79,1
MA3ERLF3800000466,116661,116578,116651,116527,116756,116509,2468.43,247,47.26,0
MA3ERLF3800000467,41036,41084,41114,40888,41214,40906,814.72,326,50.37,0
MA3ERLF3800000468,129925,129787,129989,129897,129783,130078,2515.32,295,51.65,0
MA3ERLF3800000469,121506,121315,121369,121541,121386,121493,2372.11,226,51.22,0
MA3ERLF3800000470,165593,165654,165783,165615,165553,165647,3733.96,230,44.35,0
MA3ERLF3800000471,72055,72051,71887,72117,72212,72163,2143.88,325,33.61,0
MA3ERLF3800000472,57424,57512,57256,57374,57502,57478,1356.24,256,42.34,0
MA3ERLF3800000473,34180,88274,88442,88233,88336,34180,2473.77,54262,13.82,1
MA3ERLF3800000474,147769,147612,147787,147878,147820,147755,2707.81,266,54.57,0
MA3ERLF3800000475,96214,96021,96199,96407,96321,96351,2834.51,386,33.94,0
MA3ERLF3800000476,36905,95285,95099,95248,95232,36905,1968.99,58380,18.74,1
MA3ERLF3800000477,18237,20981,21142,18143,18184,18237,590.62,2999,30.88,1
MA3ERLF3800000478,135828,135687,135796,135734,135926,135634,3328.98,292,40.8,0
MA3ERLF3800000479,117435,117592,117548,117599,117342,117506,3780.27,257,31.07,0
MA3ERLF3800000480,111846,151537,151507,151499,111717,111846,5033.6,39820,22.22,1
MA3ERLF3800000481,133371,133558,133343,133531,133354,133308,3312.93,250,40.26,0
MA3ERLF3800000482,171831,171986,171953,171681,171671,172013,4012.59,342,42.82,0
MA3ERLF3800000483,18234,84654,84547,84589,18291,18234,1938.45,66420,9.41,1
MA3ERLF3800000484,38576,72912,72937,38562,38719,38576,1732.69,34375,22.26,1
MA3ERLF3800000485,19153,45497,45605,19123,19207,19153,1057.77,26482,18.11,1
MA3ERLF3800000486,162794,162649,162649,162596,162671,162874,3394.15,278,47.96,0
MA3ERLF3800000487,34651,34591,34586,34724,34519,34828,881.79,309,39.3,0
MA3ERLF3800000488,99016,155873,155923,155963,98990,99016,4082.87,56973,24.25,1
MA3ERLF3800000489,48323,115909,115786,48226,48180,48323,3347.44,67729,14.44,1
MA3ERLF3800000490,81727,114170,114177,114297,81622,81727,3352.74,32675,24.38,1
MA3ERLF3800000491,119330,119364,119460,119130,119213,119257,2581.77,330,46.22,0
MA3ERLF3800000492,161902,161979,161882,162055,161848,161970,4441.92,207,36.45,0
MA3ERLF3800000493,67239,67140,67110,67200,67392,67184,2135.64,282,31.48,0
MA3ERLF3800000494,17380,15496,15208,15306,15288,17380,413.83,2172,42.0,1
MA3ERLF3800000495,100417,100581,100265,100412,100493,100417,2378.38,316,42.22,0
MA3ERLF3800000496,64987,64889,64936,65013,65169,65182,1517.24,293,42.83,0
MA3ERLF3800000497,27961,87576,87713,87759,27928,27961,1607.75,59831,17.39,1
MA3ERLF3800000498,24794,24965,24783,24800,24723,24723,664.42,242,37.32,0
MA3ERLF3800000499,126893,126739,126920,127072,126832,126993,2734.65,333,46.4,0
MA3ERLF3800000500,20648,60063,60084,20588,20794,20648,1609.32,39496,12.83,1
MA3ERLF3800000501,35981,36003,35828,35972,35936,35963,788.27,175,45.65,0
MA3ERLF3800000502,57695,57691,57781,57808,57506,57847,1738.57,341,33.19,0
MA3ERLF3800000503,132873,132929,132984,132821,132677,133062,2826.57,385,47.01,0
MA3ERLF3800000504,112249,112077,112239,112281,112406,112288,2748.36,329,40.84,0
MA3ERLF3800000505,86222,86308,86102,86335,86151,86157,2217.14,233,38.89,0
MA3ERLF3800000506,157928,157983,157759,158065,158077,158057,2891.68,318,54.61,0
MA3ERLF3800000507,27208,27251,27165,27094,27093,27337,504.3,244,53.95,0
MA3ERLF3800000508,74384,74423,74418,74464,74259,74291,1499.08,205,49.62,0
MA3ERLF3800000509,15597,41733,41823,41915,15742,15597,1072.17,26318,14.55,1
MA3ERLF3800000510,136388,136431,136561,136364,136550,136404,3025.97,197,45.07,0
MA3ERLF3800000511,17611,29107,29053,17467,17726,17611,598.74,11640,29.41,1
MA3ERLF3800000512,83205,83305,83192,83211,83024,83059,2609.57,281,31.88,0
MA3ERLF3800000513,27065,68276,68208,68267,27050,27065,2113.62,41226,12.81,1
MA3ERLF3800000514,82637,145860,145612,145628,145743,82637,3883.98,63223,21.28,1
MA3ERLF3800000515,176998,176861,177129,176906,177010,176848,5802.91,281,30.5,0
MA3ERLF3800000516,21581,59571,59631,59619,59599,21581,1426.37,38050,15.13,1
MA3ERLF3800000517,34692,34763,34516,34658,34761,34888,901.63,372,38.48,0
MA3ERLF3800000518,74335,103132,103185,74235,74447,74335,1997.6,28950,37.21,1
MA3ERLF3800000519,86721,142734,142848,142723,142743,86721,4271.24,56127,20.3,1
MA3ERLF3800000520,153690,153563,153670,153861,153864,153685,4695.24,301,32.73,0
MA3ERLF3800000521,63027,62880,62894,63071,62903,62853,1337.49,218,47.12,0
MA3ERLF3800000522,71502,71451,71357,71570,71427,71569,1692.98,213,42.23,0
MA3ERLF3800000523,88510,116733,116705,88410,88616,88510,2646.73,28323,33.44,1
MA3ERLF3800000524,112114,112083,112216,112296,112232,112158,2090.19,213,53.64,0
MA3ERLF3800000525,143037,143210,143087,142879,142965,143142,4349.54,331,32.89,0
MA3ERLF3800000526,81164,81235,81232,81241,81099,81123,1517.39,142,53.49,0
MA3ERLF3800000527,56559,56430,56679,56657,56728,56503,1420.46,298,39.82,0
MA3ERLF3800000528,18404,16039,16085,16060,16043,18404,367.18,2365,50.12,1
MA3ERLF3800000529,179726,179595,179760,179805,179685,179642,4664.1,210,38.53,0
MA3ERLF3800000530,24111,161881,161817,24005,24248,24111,2980.79,137876,8.09,1
MA3ERLF3800000531,19555,19516,19502,19423,19448,19555,415.85,132,47.02,1
MA3ERLF3800000532,53492,53630,53359,53673,53297,53643,1649.67,376,32.43,0
MA3ERLF3800000533,70319,131066,131222,131177,131141,70319,4340.09,60903,16.2,1
MA3ERLF3800000534,17663,42750,42579,17659,17750,17663,1245.73,25091,14.18,1
MA3ERLF3800000535,102183,133837,133704,133908,102306,102183,3632.33,31725,28.13,1
MA3ERLF3800000536,109427,109460,109270,109598,109586,109291,2913.41,328,37.56,0
MA3ERLF3800000537,15421,15249,15444,15323,15381,15396,299.78,195,51.44,0
MA3ERLF3800000538,107564,107730,107518,107422,107586,107490,3284.44,308,32.75,0
MA3ERLF3800000539,138055,138219,138121,138125,138199,137920,3069.61,299,44.97,0
MA3ERLF3800000540,49957,49789,50093,49786,49761,50113,1567.36,352,31.87,0
MA3ERLF3800000541,138594,138592,138651,138475,138562,138649,2917.53,176,47.5,0
MA3ERLF3800000542,108585,108445,108752,108680,108664,108706,2981.24,307,36.42,0
MA3ERLF3800000543,41909,41770,42103,41874,42038,41720,855.21,383,49.0,0
MA3ERLF3800000544,61152,123627,123806,123523,123761,61152,2823.73,62654,21.66,1
MA3ERLF3800000545,48723,48673,48572,48698,48534,48696,952.14,164,51.17,0
MA3ERLF3800000546,46003,45841,46068,46038,46031,46144,1243.8,303,36.99,0
MA3ERLF3800000547,37027,36858,37072,37157,37126,37011,1141.34,299,32.44,0
MA3ERLF3800000548,56332,56441,56487,56453,56516,56236,1295.67,280,43.48,0
MA3ERLF3800000549,91876,91945,91841,91813,91769,91691,1951.4,254,47.08,0
MA3ERLF3800000550,19199,46697,46439,46601,19179,19199,1298.01,27518,14.79,1
MA3ERLF3800000551,140703,140671,140563,140561,140545,140713,4242.3,168,33.17,0
MA3ERLF3800000552,17213,39335,39354,39385,39503,17213,742.93,22290,23.17,1
MA3ERLF3800000553,169206,169335,169130,169061,169130,169041,3441.67,294,49.16,0
MA3ERLF3800000554,45901,45943,45731,46100,45996,46096,891.81,369,51.47,0
MA3ERLF3800000555,130710,130865,130564,130710,130883,130834,2862.76,319,45.66,0
MA3ERLF3800000556,164609,164596,164628,164808,164515,164512,4719.3,296,34.88,0
MA3ERLF3800000557,19402,19283,19517,19353,19297,19438,391.18,234,49.6,0
MA3ERLF3800000558,29758,29675,29577,29862,29939,29939,813.34,362,36.59,0
MA3ERLF3800000559,42488,42672,42357,42327,42442,42556,1244.38,345,34.14,0
MA3ERLF3800000560,18625,32029,31846,18575,18674,18625,950.86,13454,19.59,1
MA3ERLF3800000561,60183,60065,60267,60024,60374,60180,1351.41,350,44.53,0
MA3ERLF3800000562,89616,89670,89421,89547,89783,89698,2200.14,362,40.73,0
MA3ERLF3800000563,27716,27597,27611,27685,27743,27709,639.84,146,43.32,0
MA3ERLF3800000564,96725,148938,148836,148902,148876,96725,4481.69,52213,21.58,1
MA3ERLF3800000565,55166,55137,55103,55190,54985,55169,1017.63,205,54.21,0
MA3ERLF3800000566,35934,77438,77429,77275,36066,35934,1764.34,41504,20.37,1
MA3ERLF3800000567,42088,42120,42058,42218,41954,42283,811.49,329,51.87,0
MA3ERLF3800000568,52975,144627,144628,144828,52838,52975,3625.79,91990,14.61,1
MA3ERLF3800000569,110256,110406,110324,110212,110417,110298,3157.81,205,34.92,0
MA3ERLF3800000570,146888,146887,147065,146869,146822,147080,2757.69,258,53.26,0
MA3ERLF3800000571,92488,92446,92578,92562,92327,92618,2926.26,291,31.61,0
MA3ERLF3800000572,49591,49750,49785,49636,49473,49497,1125.23,312,44.07,0
MA3ERLF3800000573,154940,154910,155073,154743,154860,155086,3458.54,343,44.8,0
MA3ERLF3800000574,19541,29726,29728,29779,29867,19541,742.46,10326,26.32,1
MA3ERLF3800000575,153711,153757,153808,153541,153760,153899,3435.95,358,44.74,0
MA3ERLF3800000576,142808,142969,142845,143006,142749,142793,2958.9,257,48.26,0
MA3ERLF3800000577,71376,71385,71470,71418,71277,71328,1549.84,193,46.05,0
MA3ERLF3800000578,101637,101703,101797,101537,101683,101566,2911.16,260,34.91,0
MA3ERLF3800000579,88968,89036,89056,89046,89039,89075,2572.35,39,34.59,0
MA3ERLF3800000580,32723,32923,32883,32672,32883,32694,1006.66,251,32.51,0
MA3ERLF3800000581,23869,57389,57516,57325,57482,23869,1349.52,33647,17.69,1
MA3ERLF3800000582,166105,165922,166076,165977,166262,166293,5450.37,371,30.48,0
MA3ERLF3800000583,84285,122851,123055,84350,84405,84285,3910.83,38770,21.55,1
MA3ERLF3800000584,78114,78279,78098,78163,78176,77919,1922.18,360,40.64,0
